idnodo|longitud|latitud
75993|-76.8118715|-11.9855599
75992|-76.814166|-11.9864427
75991|-76.8120598|-11.9851354
75990|-76.820029|-11.989687
75997|-76.8844906|-12.0253321
75996|-76.8823853|-12.0255162
75995|-76.7810559|-11.9779202
75994|-76.7783873|-11.9773126
75999|-76.8853601|-12.0254543
75998|-76.8849224|-12.0253928
10509|-76.9417108|-12.1079095
92109|-76.9880624|-12.0420775
10508|-76.9421157|-12.1080939
92108|-76.9879789|-12.0418918
95334|-76.9541672|-11.8748631
96723|-76.993826|-12.1393679
29349|-77.0472552|-11.9405184
96722|-76.9953482|-12.076366
92103|-76.9891681|-12.0427503
29348|-77.0472747|-11.9407569
96721|-76.9995687|-12.1395072
92102|-76.9878144|-12.0415233
38420|-76.9637898|-12.1707025
57896|-77.0200252|-11.9868468
38422|-76.9635955|-12.1698249
38423|-77.1140577|-12.0666465
38424|-77.114178|-12.065944
38425|-76.927707|-12.2229659
38426|-76.9280889|-12.2231876
53570|-76.980563|-12.1310262
38428|-76.928876|-12.2236447
38429|-76.929274|-12.2238757
95332|-76.9493465|-11.8786585
57894|-77.0166051|-11.9939704
96726|-76.9936559|-12.0809232
70011|-76.9764843|-12.1471903
70010|-76.9767723|-12.1471093
70013|-76.9755941|-12.1474451
57895|-77.0152692|-11.9939088
4538|-77.0683041|-11.9627168
4539|-77.0685259|-11.9623629
70017|-76.9736514|-12.1460956
70016|-76.9764128|-12.1453117
4534|-77.0670914|-11.9703046
4535|-77.0676875|-11.9665083
4536|-77.0683656|-11.962314
4537|-77.0683844|-11.9621903
4530|-77.0365531|-12.0557737
4531|-77.0539591|-12.0073448
4532|-77.0544652|-12.0074216
4533|-77.0578193|-12.0078865
57890|-77.0175828|-11.9939608
57891|-77.0157636|-11.9950585
33199|-76.9238821|-12.2291799
33198|-76.9232288|-12.2288039
33191|-77.0946073|-12.060595
33190|-77.0949316|-12.060366
33193|-77.1834914|-11.7750599
33192|-77.0942938|-12.0608195
33195|-76.9219532|-12.2280699
33194|-77.182828|-11.774643
33197|-76.9227967|-12.2285553
33196|-76.9223748|-12.2283125
21410|-77.0765512|-11.9840517
36017|-76.9256023|-12.2173329
36016|-76.9887112|-12.2038886
36015|-76.9888627|-12.2043106
36014|-76.986306|-12.124281
36013|-76.9868261|-12.1241014
36012|-76.9872286|-12.1239553
36011|-76.98842|-12.1234913
36010|-76.988819|-12.1232677
16318|-77.0842792|-11.98372
36019|-76.9251724|-12.2180332
36018|-76.9253476|-12.217738
85510|-77.1176286|-11.8543964
85511|-77.1199172|-11.8565317
85512|-77.1197501|-11.8559753
16319|-77.0843363|-11.984342
85514|-77.1168771|-11.8443964
85515|-77.1159579|-11.8434563
85516|-77.1181828|-11.8476498
85517|-77.1187243|-11.8474328
85518|-77.1181419|-11.8546134
85519|-77.1100055|-11.8450713
21419|-77.0728562|-11.9873766
84643|-77.1292201|-11.8907337
84642|-77.128555|-11.8903318
84641|-77.1276913|-11.889934
21418|-77.07278|-11.9878242
84647|-77.1318273|-11.8879058
84646|-77.1311373|-11.8876292
84645|-77.1314673|-11.8918263
84644|-77.1302132|-11.8913319
84649|-77.1276515|-11.893901
84648|-77.1275576|-11.8931205
64593|-77.0878318|-12.0081402
39773|-76.9555652|-12.1781764
39772|-76.9561734|-12.1780513
39771|-76.9568836|-12.177821
39770|-76.9628695|-12.0501569
39777|-77.096268|-12.066998
39776|-77.0963205|-12.0674734
39775|-77.09642|-12.068387
39774|-77.0964746|-12.0688125
83916|-77.1457673|-11.8510418
83917|-77.1463641|-11.8513789
39779|-76.9492414|-12.14683
39778|-76.949379|-12.147074
83912|-77.1393021|-11.8745528
83913|-77.1388764|-11.8742553
83910|-77.1338948|-11.8780918
83911|-77.1339025|-11.878599
77969|-76.9571416|-12.164773
16314|-77.081327|-11.9844768
64592|-77.1049598|-11.9950743
38960|-76.9325538|-12.1745617
16315|-77.0812768|-11.9839832
12954|-77.1077704|-12.0722518
12955|-77.1080389|-12.0725982
12956|-77.1091384|-12.0743194
12957|-77.1080017|-12.0716262
12950|-77.1092569|-12.072434
12951|-77.1088922|-12.0728222
12952|-77.108463|-12.0731475
12953|-77.1075618|-12.0718046
41778|-76.9595888|-12.1576119
41779|-76.9591512|-12.1579247
12958|-77.1100474|-12.0735699
12959|-77.1084737|-12.0714269
64595|-77.082036|-12.0049043
37766|-77.0106008|-12.1815047
37767|-77.0109993|-12.1810701
37764|-76.8192541|-12.0173919
37765|-77.0097623|-12.1824369
37762|-76.79869|-12.358481
37763|-76.8185302|-12.0170769
37760|-76.9347864|-12.2238645
37761|-76.7999432|-12.3572785
37768|-77.139698|-11.814766
37769|-77.139458|-11.814399
15450|-77.087643|-12.0401152
6960|-77.0194441|-12.1180776
6963|-77.0202852|-12.1120103
15453|-77.0986182|-12.0452355
15454|-77.0985071|-12.0452267
15455|-77.0982684|-12.0450389
15456|-77.1181128|-12.0674413
6966|-77.0156959|-12.1027518
6969|-77.0120791|-12.1001211
6968|-77.0149063|-12.1033644
8154|-77.008256|-12.102719
8155|-77.0080393|-12.1013471
8152|-77.0068806|-12.1028262
8153|-77.0068699|-12.1015936
8150|-77.0068752|-12.1039802
8151|-77.0068752|-12.1030151
69673|-76.9196351|-12.2298739
60183|-77.0333529|-11.9652231
69671|-76.918668|-12.2315229
60181|-77.0395169|-11.9671571
81587|-77.1441418|-11.8298956
69676|-76.9212336|-12.227148
88829|-76.8253984|-12.3316512
88828|-76.8253799|-12.3311786
60184|-77.0386453|-11.967052
88823|-76.9735678|-12.1987357
88822|-76.9740644|-12.1972365
88821|-76.9750211|-12.1970727
69674|-76.9200266|-12.2292063
88827|-76.8253774|-12.3306472
88826|-76.8261209|-12.3302092
88825|-76.9803569|-12.0691235
88824|-76.9739552|-12.2008466
40423|-76.9431|-12.133506
40422|-77.0097471|-12.1458602
40421|-77.0092508|-12.1448865
40420|-77.0199786|-12.0796873
40427|-77.0042959|-12.1492264
40426|-76.93708|-12.180123
40425|-76.9373016|-12.1804014
40424|-76.94316|-12.133434
40429|-77.0039136|-12.1485833
40428|-77.0042564|-12.1491692
60188|-77.03696|-11.9648294
14505|-77.0908131|-12.0852572
14504|-77.0905311|-12.0847368
14507|-77.0890563|-12.0824667
14506|-77.0898659|-12.0841388
14501|-77.0127655|-12.0564706
14500|-77.013798|-12.0556091
14503|-77.090912|-12.0778097
14502|-77.0906961|-12.0779246
14509|-77.0885772|-12.0815021
14508|-77.0888569|-12.0820549
21627|-77.0757881|-11.9822465
98307|-77.041706|-11.8688851
89158|-76.851373|-12.288869
89159|-76.8514765|-12.2894903
89154|-76.8509637|-12.2864119
89155|-76.8510632|-12.2870096
89156|-76.8511671|-12.2876333
89157|-76.8512693|-12.2882468
89150|-76.8492343|-12.3016901
89151|-76.8504087|-12.3025598
89152|-76.8491367|-12.275322
89153|-76.8509056|-12.2860822
60331|-77.0421261|-11.9913122
60330|-77.0519269|-11.9919965
60333|-77.0529517|-11.9914931
60332|-77.0420543|-11.9918114
60335|-77.0508003|-11.9915822
60334|-77.0533569|-11.9916448
60337|-77.0521964|-11.9962578
60336|-77.0503738|-11.9972745
60339|-77.0551717|-11.9956115
60338|-77.0524792|-11.9960185
94222|-77.1230549|-11.8876557
94223|-77.1238509|-11.8879272
94224|-77.1239411|-11.887958
94225|-77.1241252|-11.8878571
94226|-77.1243711|-11.8877385
94227|-77.1235146|-11.8865686
19281|-77.0156269|-11.9801575
19280|-77.0182007|-11.9785758
19283|-77.0145088|-11.98164
19282|-77.0130787|-11.9817546
19285|-77.0113067|-11.9713854
19284|-77.0139963|-11.9818613
19287|-77.0094516|-11.9725242
19286|-77.0104038|-11.9719048
19289|-77.0155175|-11.9741464
19288|-77.0160174|-11.9738159
65679|-77.0058757|-12.0523332
65678|-77.0055717|-12.0523804
65677|-77.0052285|-12.0524323
65676|-77.0048949|-12.0524823
65675|-77.0044978|-12.0525475
65674|-77.0040827|-12.0526668
65673|-77.0037161|-12.0527872
65672|-77.0006112|-12.0449478
65671|-77.0008067|-12.0446201
65670|-77.0012295|-12.0434256
1597|-77.0190264|-12.114108
64108|-77.0944461|-12.0051134
64109|-77.0943313|-12.0053701
64106|-77.0814253|-12.0052259
64107|-77.0814309|-12.0051173
64104|-77.0828334|-11.9938752
64105|-77.0813887|-12.0059806
64102|-77.0822504|-11.9932318
64103|-77.0825187|-11.9934924
64100|-77.0795363|-11.9922129
64101|-77.0814265|-11.9927432
98302|-77.0428492|-11.8679441
46061|-76.9397864|-12.134826
46060|-76.940834|-12.135818
46063|-76.9392337|-12.1342893
46062|-76.9395195|-12.1345624
46065|-76.9387156|-12.1337944
46064|-76.9389902|-12.1340568
46067|-76.9901012|-12.0776839
46066|-76.9897827|-12.0781106
46069|-76.9931978|-12.0758172
46068|-76.9914665|-12.0759637
52244|-76.7899077|-11.9789415
52245|-76.7903451|-11.9790234
82889|-77.1339047|-11.8295188
52247|-76.9252668|-12.0952182
52240|-77.067603|-11.985588
52241|-76.938567|-12.0768494
52242|-76.9394796|-12.0777703
52243|-76.9357446|-12.0802979
82883|-77.1315496|-11.8322557
82882|-77.1312366|-11.8325995
82881|-77.1301306|-11.8339238
82880|-77.1300806|-11.8339938
82887|-77.1326352|-11.8310394
82886|-77.1324021|-11.8313052
82885|-77.1320641|-11.8316905
82884|-77.1317981|-11.8319827
53197|-77.113686|-11.839451
53196|-77.0989932|-11.9555154
53195|-77.1006757|-11.9558354
53194|-77.1031661|-11.9580729
53193|-77.1032233|-11.9581257
53192|-77.1035834|-11.9584581
53191|-77.1041654|-11.9590458
53190|-77.1054292|-11.9603347
53199|-77.0835229|-11.973478
53198|-77.113961|-11.839734
63680|-77.096234|-11.9943174
63681|-77.096401|-11.9945986
63682|-77.0965224|-11.9948031
63683|-77.0966356|-11.9949939
63684|-77.0968761|-11.9953991
63685|-77.0971447|-11.9958548
63686|-77.097667|-11.9968271
63687|-77.0891709|-12.000297
80489|-77.1331014|-11.8240497
80488|-77.1315894|-11.8280549
95571|-76.9650788|-11.8970309
95570|-76.9650253|-11.8975409
19829|-77.0070167|-11.9719776
19828|-77.0075477|-11.9698129
95575|-76.9412707|-11.9011113
95574|-76.9417236|-11.9012136
12107|-77.1156096|-12.05875
12106|-77.1167428|-12.0589645
12105|-77.1176693|-12.059161
12104|-77.1164158|-12.0588955
12103|-77.1166905|-12.0575274
12102|-77.1159695|-12.0588116
12101|-77.1162435|-12.0574337
12100|-77.1137819|-12.0614544
12109|-77.1147595|-12.0588221
12108|-77.1148874|-12.0588019
97599|-77.071415|-11.8283831
97598|-77.0593051|-11.8294273
97593|-77.0681971|-11.8272363
97592|-77.0681903|-11.8276154
97591|-77.0556832|-11.8269906
97590|-77.0544247|-11.8268388
97597|-77.0593625|-11.8289748
97596|-77.0683728|-11.8380897
97595|-77.0691608|-11.8364737
97594|-77.0807979|-11.8277821
9340|-76.9980186|-12.1068021
9341|-76.9982171|-12.1056691
9342|-76.9987535|-12.1028262
9343|-76.992572|-12.107825
9344|-76.9974607|-12.1067863
9345|-76.9996601|-12.1068912
9346|-77.0007436|-12.1069385
9347|-76.9995796|-12.1016041
9348|-77.0008307|-12.1016005
9349|-77.0006607|-12.1028251
90060|-76.7959815|-12.4852321
90061|-76.7957341|-12.4866962
90066|-76.7883474|-12.4817877
90067|-76.794734|-12.4838847
90064|-76.7957444|-12.4839178
90065|-76.7895479|-12.4779472
46685|-76.9579841|-12.1624935
46684|-77.1384577|-11.8168941
46687|-76.9591977|-12.1619987
46686|-76.9588142|-12.1621551
46681|-77.008262|-12.150588
46680|-77.008026|-12.150754
46683|-77.1395467|-11.8167813
46682|-76.676084|-11.9227354
46689|-76.9015103|-12.2066331
46688|-76.9596121|-12.1618298
43606|-76.9448732|-12.2033867
43607|-76.9446175|-12.2038096
44683|-76.9951516|-12.1649518
44682|-76.9960531|-12.1644442
44681|-76.9965845|-12.1641235
44680|-76.9767828|-12.1440809
44687|-76.787619|-11.973882
44686|-76.730032|-11.949577
26959|-77.0195222|-12.1546566
26958|-77.020722|-12.1552439
26957|-77.0243336|-12.1567889
26956|-77.0215755|-12.1536898
26955|-77.0212606|-12.1547433
26954|-77.021063|-12.1554019
26953|-77.0221729|-12.1403901
26952|-77.0221854|-12.1468063
26951|-77.0216434|-12.1465568
26950|-77.0819818|-12.0609354
96888|-76.9706418|-11.950588
96889|-76.9730988|-11.9507225
68759|-77.1004357|-11.9781323
68758|-77.1018932|-11.9767146
68757|-77.1016774|-11.9731941
68756|-77.1024595|-11.9693846
68755|-77.1030992|-11.9691001
68754|-77.102242|-11.9770316
68753|-77.1007952|-11.9784456
68752|-77.1045087|-11.9757
68751|-77.1041249|-11.9759748
68750|-77.1011533|-11.9780956
13276|-77.0111007|-12.0913157
13277|-77.0116369|-12.0911562
13274|-77.0099203|-12.0921633
13275|-77.0104696|-12.0917185
13272|-77.010589|-12.093327
13273|-77.011727|-12.093195
13270|-77.011451|-12.0949146
13271|-77.0109674|-12.0939593
43609|-76.9441091|-12.2046505
13278|-77.0068177|-12.0903757
13279|-77.0087616|-12.0897126
2848|-77.0661016|-12.0947801
2849|-77.0654407|-12.0940247
2846|-77.0694094|-12.0940377
2847|-77.0694971|-12.0939969
2844|-77.0679384|-12.0946122
2845|-77.0693219|-12.0940771
2842|-77.0667539|-12.0955522
2843|-77.0673891|-12.0950402
2840|-77.0706869|-12.0957985
2841|-77.0707866|-12.0957597
28502|-77.0600419|-11.9214977
28503|-77.0366557|-11.9182981
28500|-77.0598061|-11.9210674
28501|-77.0426285|-11.9268584
28506|-77.0574523|-11.9343277
28507|-77.0570305|-11.9345564
28504|-77.0370955|-11.9181222
28505|-77.0377522|-11.9178263
28508|-77.0568408|-11.9346492
28509|-77.0564313|-11.934876
55704|-76.7714287|-11.9760371
79029|-77.0203231|-12.0062029
55705|-76.7700655|-11.9802497
79027|-77.0179992|-12.0011808
79026|-77.0163313|-12.0011567
79025|-77.0175314|-12.0031273
79024|-77.0200543|-12.0080251
79023|-77.0199237|-12.0062864
55706|-76.7799628|-11.970793
79021|-77.0179806|-12.0015307
79020|-77.0164299|-12.001511
55707|-76.9764603|-12.0760452
55700|-76.7090846|-11.9411266
55701|-76.7095758|-11.9409434
1551|-77.0214697|-12.1100465
55702|-76.7105306|-11.9405223
1550|-77.0224996|-12.1101305
35837|-76.9179819|-12.1698555
55703|-76.7115222|-11.9400866
17045|-77.0941215|-12.0731971
1557|-77.016434|-12.1107663
17044|-77.0925943|-12.0735227
1556|-77.0165027|-12.1097425
17047|-77.0935229|-12.072872
28436|-77.0612538|-11.9213779
17046|-77.0940356|-12.0727669
93270|-76.9898655|-11.9303596
28437|-77.0602842|-11.9219399
17041|-77.0962034|-12.071942
93271|-76.9897015|-11.9307854
28434|-77.0429072|-11.9194919
17040|-77.0943472|-12.0705858
23671|-77.1048275|-12.0110385
23670|-77.1017924|-12.0101405
23673|-77.103027|-12.0101871
23672|-77.1040797|-12.0106849
23675|-77.1017509|-12.0134776
23674|-77.1020105|-12.0097064
23677|-77.1025449|-12.0117985
23676|-77.1004364|-12.0128944
23679|-77.1024161|-12.0138029
23678|-77.1032423|-12.0121448
17042|-77.0960234|-12.0704048
28433|-77.0459883|-11.927386
28430|-77.0413471|-11.9270357
58546|-77.0089764|-11.9664138
98987|-77.054098|-11.835
94523|-77.0582587|-12.0261931
98986|-77.0542311|-11.8346637
59308|-77.0252704|-12.0183289
59309|-77.0282459|-12.015827
59304|-77.0316342|-12.0234685
17049|-77.093394|-12.0717571
59306|-77.0232769|-12.0427219
59307|-77.0269842|-12.0175549
59300|-77.0316803|-12.0139726
59301|-77.0313731|-12.0146267
59302|-77.0313914|-12.01523
17048|-77.0925481|-12.0730718
98026|-76.8292591|-12.0046381
59497|-77.0535513|-11.9836361
98027|-76.8307518|-12.0052028
94522|-76.9508404|-12.0293198
74738|-76.9280698|-12.2452061
74739|-76.9276678|-12.2449788
1590|-77.0223783|-12.1196133
98025|-76.8277235|-12.0041601
94658|-77.0888927|-11.9197729
74730|-76.9287412|-12.2431661
74731|-76.9291432|-12.2433934
74732|-76.9295167|-12.2436046
74733|-76.9299005|-12.2438217
74734|-76.9274737|-12.2443753
74735|-76.9270841|-12.2441549
74736|-76.9296819|-12.2415134
74737|-76.9292365|-12.2423172
91443|-77.007403|-11.9615481
98020|-76.8290972|-12.0089566
91442|-77.0007842|-11.9569832
94521|-77.0438944|-12.0322934
91441|-77.0003117|-11.9575261
91440|-77.002196|-11.9622196
59498|-77.0535004|-11.9872445
59499|-77.054228|-11.9874571
91445|-77.0082993|-11.9562923
35689|-76.9580369|-12.0916901
35688|-76.957332|-12.0894034
35687|-76.956256|-12.0883
35686|-76.9937007|-12.0320854
35685|-76.9947699|-12.0323607
35684|-76.7766607|-12.4004266
35683|-76.777535|-12.400314
35682|-77.053818|-12.036535
35681|-76.9482612|-12.1484953
35680|-76.9485481|-12.1490354
94657|-77.088901|-11.9198488
94527|-77.0605748|-12.0128191
94656|-77.0892561|-11.9220635
56688|-77.0804998|-11.9618776
56689|-77.0809585|-11.9616909
56680|-77.0770441|-11.9655748
56681|-77.0816461|-11.9555524
56682|-77.0812711|-11.9558511
56683|-77.080916|-11.9561342
56684|-77.0798958|-11.9567317
56685|-77.0794444|-11.956648
56686|-77.0793472|-11.9566335
56687|-77.0800517|-11.9620647
94526|-77.0590272|-12.022069
25639|-77.0450829|-12.0556222
25638|-77.045156|-12.0564755
25637|-77.0505685|-12.0560678
25636|-77.0504951|-12.0569274
25635|-77.05024|-12.0560444
25634|-77.0501648|-12.0568883
25633|-77.0447344|-12.0506849
25632|-77.0445059|-12.0535987
25631|-77.0492355|-12.0568188
25630|-77.0493013|-12.0559607
36929|-77.136699|-11.810346
24948|-77.0536034|-12.0340328
24949|-77.0543747|-12.0336981
24946|-77.0527809|-12.0343381
24947|-77.0531755|-12.0341937
24944|-77.0522385|-12.0346601
24945|-77.0524532|-12.0345201
24942|-77.0511892|-12.0352606
24943|-77.0517906|-12.0349521
24940|-77.0562904|-12.034878
24941|-77.0563412|-12.0351371
36927|-76.9481999|-12.2123428
75469|-76.8725738|-12.000377
75468|-76.8641739|-12.0008746
36926|-76.9487204|-12.2126432
75463|-76.8747645|-12.0013086
75462|-76.8736333|-12.0009319
75461|-76.872499|-12.0034762
75460|-76.8748785|-11.9998227
75467|-76.8735589|-12.0022043
75466|-76.873661|-12.0004829
75465|-76.8642491|-12.0018819
75464|-76.872422|-12.00143
96055|-76.9327355|-11.917781
96054|-76.9566735|-11.9123954
96057|-76.9300328|-11.9173836
96056|-76.9323984|-11.9178752
96051|-76.9565554|-11.9143534
96050|-76.9460525|-11.9154189
96053|-76.9565091|-11.912805
96052|-76.9565409|-11.9141918
90766|-76.997505|-12.0086193
96059|-76.9281517|-11.9170901
63935|-77.0917857|-11.9950057
25093|-77.0306689|-12.0407407
25092|-77.0291512|-12.0400152
25091|-77.0290119|-12.0383213
25090|-77.0283373|-12.0359262
25097|-77.0299728|-12.0376772
25096|-77.0299181|-12.0369504
25095|-77.0312475|-12.0406804
25094|-77.0314876|-12.0420018
25099|-77.027217|-12.0381603
25098|-77.0302112|-12.039906
6403|-77.0049853|-12.2078847
58828|-77.006091|-11.9612625
58829|-77.0058102|-11.9614414
58822|-76.9979731|-11.980104
58823|-76.9943071|-11.9759578
58820|-76.9944783|-11.9880531
58821|-77.0032474|-11.9798275
58826|-76.9942643|-11.9873332
58827|-76.9938576|-11.9877518
58824|-77.0008106|-11.9845373
58825|-76.9946324|-11.9870676
17701|-76.9988117|-12.0107823
91994|-76.9157179|-12.0852702
91997|-76.8983796|-12.0869747
36569|-76.9857198|-12.0140871
36568|-76.985296|-12.0142937
36567|-76.9848692|-12.0144951
36566|-76.9843911|-12.0147331
36565|-76.9839644|-12.0149366
36564|-76.9835275|-12.0151551
36563|-76.9831061|-12.0153697
36562|-76.9826684|-12.0155738
36561|-76.9825539|-12.0156334
36560|-76.957512|-12.127211
91999|-76.8965186|-12.0889263
63899|-77.0721811|-11.9919687
63898|-77.0997393|-11.992014
91998|-76.8995061|-12.0869878
63895|-77.0884075|-12.0101787
63894|-77.0886553|-12.0097702
63897|-77.0992576|-11.9911633
63896|-77.0990295|-11.9907606
63891|-77.0905136|-12.0052155
63890|-77.0907208|-12.0047803
63893|-77.0887245|-12.0092706
63892|-77.0888807|-12.008027
20915|-77.0611335|-11.9838805
20914|-77.0591328|-11.9840752
20917|-77.0642755|-11.9858006
20916|-77.0592331|-11.9836058
20911|-77.0604069|-11.9852035
20910|-77.0604853|-11.9847405
20913|-77.0590316|-11.9845487
20912|-77.058936|-11.9849958
20919|-77.0608929|-11.9852703
20918|-77.063175|-11.9856341
99146|-77.0232151|-11.8277281
99147|-77.0174913|-11.8308101
99144|-77.0126019|-11.7985037
99145|-77.0290033|-11.8428544
99142|-77.0132531|-11.8000273
99143|-77.012379|-11.7986467
99140|-77.0110752|-11.7989981
99141|-77.0121883|-11.8007204
99148|-77.0245562|-11.8290302
99149|-77.0266859|-11.8310884
20559|-77.0477538|-12.0198914
20558|-77.0496673|-12.0034772
71618|-76.75619|-12.463352
18423|-77.0106191|-12.0173672
18420|-77.0097197|-12.0174783
18421|-77.0097691|-12.0179756
18426|-77.01204|-12.0172047
18427|-77.0103833|-12.0155898
18424|-77.0110852|-12.0173137
18425|-77.0115593|-12.0172629
71610|-76.7560606|-12.4648991
33428|-77.010414|-12.070506
18428|-77.0108672|-12.0155277
71613|-76.7546445|-12.463212
71614|-76.755993|-12.463782
71615|-76.7562388|-12.4638876
71616|-76.7568272|-12.4620102
71617|-76.7566458|-12.4624375
30190|-77.1347263|-11.8117991
30191|-77.1336975|-11.811745
76349|-76.8179242|-12.0281732
52067|-76.9504502|-12.1958219
30194|-76.9158613|-12.0288421
30195|-76.9150519|-12.02931
30196|-76.914812|-12.0294487
30197|-76.9138885|-12.0294654
30198|-76.9159856|-12.2240824
30199|-76.915848|-12.224244
76341|-76.8207536|-12.0268945
76340|-76.8204955|-12.0274674
76347|-76.8220531|-12.0257881
76346|-76.8222615|-12.0252107
76345|-76.8208333|-12.0257593
76344|-76.8208394|-12.0262804
37218|-76.9269447|-12.2295018
37219|-76.9264965|-12.2292383
37216|-76.9297016|-12.170988
37217|-76.9299707|-12.1706437
37214|-76.6945507|-11.9310437
37215|-76.6947849|-11.9308554
37212|-76.992053|-12.0382595
37213|-76.9923945|-12.037025
37210|-77.03901|-12.028238
37211|-76.9110041|-12.2179919
67406|-77.0859328|-11.9236928
67407|-77.0850841|-11.9244673
67404|-77.0844298|-11.9270133
67405|-77.0827747|-11.9234179
67402|-77.0857612|-11.928781
67403|-77.0850361|-11.9277615
67400|-77.0869821|-11.9299089
67401|-77.0860171|-11.9291864
67408|-77.084211|-11.9248431
67409|-77.0856634|-11.9230649
98364|-77.0441146|-11.8655321
93598|-77.0419621|-12.0562031
93594|-77.1354516|-12.0610064
91528|-76.9912037|-11.9643568
91529|-76.9915368|-11.9648253
91524|-76.9924197|-11.9635305
91525|-76.9979623|-11.9651207
91526|-76.9972035|-11.9657915
91527|-76.9975766|-11.9654705
91520|-76.9908184|-11.9647494
91521|-76.9901842|-11.9651982
91522|-76.9883949|-11.9665332
91523|-76.9883411|-11.9664593
82513|-77.1470018|-11.838508
82512|-77.1503276|-11.847497
82519|-77.1445238|-11.8397754
82518|-77.1448791|-11.8396864
85495|-77.1213933|-11.8498452
85494|-77.1215071|-11.849446
85497|-77.1185289|-11.8501305
85496|-77.1169851|-11.8485623
85491|-77.1197252|-11.8502755
85490|-77.119819|-11.8502776
85493|-77.120338|-11.8525791
85492|-77.1191112|-11.8528747
85499|-77.1190858|-11.8499697
85498|-77.118593|-11.8501115
25708|-76.8497006|-12.2236242
54609|-76.916748|-12.229072
45248|-77.0182959|-12.0105994
45249|-77.0186975|-12.010878
45240|-76.980317|-12.1612704
45241|-76.9801672|-12.1617175
45242|-76.7035812|-11.9432465
45243|-77.0164714|-12.009325
45244|-77.0166267|-12.0094319
45245|-77.0174307|-12.0099739
45246|-77.0175828|-12.010076
45247|-77.0180064|-12.0103733
44119|-76.9080857|-12.2173046
44118|-76.9078599|-12.2160018
44113|-76.9072215|-12.2114879
44112|-76.9071992|-12.2100863
44111|-77.0240754|-12.1587846
44110|-76.991738|-12.178943
44117|-76.9075044|-12.2140906
44116|-76.907379|-12.213451
44115|-76.9072907|-12.2127878
44114|-76.9072379|-12.2121361
41091|-76.8204237|-11.9929183
41090|-76.821224|-11.993406
41093|-76.966642|-12.1355287
41092|-76.8200689|-11.9913941
41095|-76.9663878|-12.1346308
41094|-76.966508|-12.135102
41097|-76.965684|-12.133047
41096|-76.965691|-12.133357
41099|-76.9657516|-12.1327721
41098|-76.9656991|-12.1329987
91788|-77.0223913|-12.0908808
618|-77.0444898|-12.0977023
14208|-77.0810224|-12.0822949
14209|-77.08109|-12.0843743
5498|-77.0005959|-12.1285651
5499|-77.0006335|-12.1280327
14202|-77.0801138|-12.0853537
14203|-77.080695|-12.086482
14200|-77.079803|-12.084807
14201|-77.0798667|-12.0849152
14206|-77.0811701|-12.0862594
14207|-77.0822895|-12.0856369
14204|-77.081556|-12.0880389
14205|-77.0819896|-12.0888461
83893|-77.1352693|-11.8784846
83892|-77.1492355|-11.8506535
83891|-77.1488392|-11.8499058
83890|-77.1480884|-11.8494848
83897|-77.1331216|-11.8761119
83896|-77.1356973|-11.8804986
83895|-77.1358468|-11.8800597
83894|-77.1358082|-11.8796613
83899|-77.1330052|-11.8765186
83898|-77.1331013|-11.8764208
97222|-76.927287|-12.0560739
41635|-76.942652|-11.972713
41634|-76.9430898|-11.9735929
41637|-76.9417159|-11.9708317
41636|-76.9421872|-11.9717788
41631|-76.8896616|-12.0215879
41630|-76.8897051|-12.021228
41633|-76.9435402|-11.974498
41632|-76.9443974|-11.9762699
615|-77.0478819|-12.0981718
41639|-76.9702068|-12.1771105
41638|-76.9412711|-11.9699376
87659|-77.0147121|-11.8810599
87658|-77.0161198|-11.8802764
87651|-77.0194823|-11.8825906
87650|-77.0215274|-11.8808303
87653|-77.0176329|-11.8843059
87652|-77.0183676|-11.8836217
87655|-77.0156811|-11.8860077
87654|-77.0168648|-11.884992
87657|-77.016228|-11.8802206
87656|-77.0166685|-11.8799929
40320|-77.186403|-11.776881
40321|-76.9187652|-12.2415508
40322|-76.9183608|-12.2413132
40323|-76.9180194|-12.2411129
40324|-76.9176919|-12.2409206
40325|-76.9175272|-12.2408298
40326|-76.917352|-12.240721
29928|-77.0432424|-12.1125664
40328|-77.1548991|-11.7570849
40329|-77.155708|-11.7580162
29925|-76.9536019|-12.0639523
29924|-76.9551223|-12.0648275
29923|-76.9555184|-12.0650437
29922|-76.957207|-12.065867
29921|-76.996422|-12.057162
29920|-76.996858|-12.057111
47673|-77.1702917|-11.7741361
47672|-77.0570681|-12.0574673
47671|-77.056425|-12.0567003
47670|-76.9379856|-12.1619329
47677|-77.036083|-12.0142664
47676|-77.0108115|-12.1123838
47675|-77.1694514|-11.7756818
47674|-77.1707431|-11.7748895
47679|-76.9273618|-12.1803968
47678|-76.927055|-12.181016
15555|-77.1462598|-12.0672351
15554|-77.1412307|-12.0618354
15557|-77.1492424|-12.0669623
15556|-77.1476002|-12.0671125
15551|-77.1389185|-12.0673907
15550|-77.1393503|-12.0637539
15553|-77.1388412|-12.0679284
15552|-77.1388759|-12.0676874
8299|-77.1172207|-12.0415703
8298|-77.1171916|-12.0413236
48915|-76.9344515|-12.0234546
48914|-76.9331526|-12.0240248
48913|-76.9329714|-12.0240688
15558|-77.1494483|-12.0654124
48911|-76.9319857|-12.0241301
48910|-76.9315145|-12.0240398
30805|-77.010664|-12.0488204
9971|-77.1128484|-12.0534053
