idnodo|longitud|latitud
42746|-76.9430068|-12.2082724
42747|-76.9434621|-12.2085355
49293|-77.0165202|-12.0035222
49292|-76.9835319|-12.0754785
68083|-77.0837406|-11.9651993
68082|-77.0903503|-11.9603884
68081|-77.0907612|-11.9577932
68080|-77.091322|-11.9569137
68087|-77.0906927|-11.9679126
68086|-77.0903128|-11.9683073
68085|-77.0897847|-11.9650576
68084|-77.0843448|-11.9652396
68089|-77.0916673|-11.9713559
68088|-77.0911962|-11.9718706
35999|-76.9527111|-12.143409
35998|-77.0494496|-12.0377635
35997|-77.0819472|-11.8590037
35996|-77.0830918|-11.8601313
35995|-76.837786|-11.978876
35994|-76.837566|-11.9794139
35993|-76.8374277|-11.9797522
35992|-76.8371698|-11.9803826
35991|-76.8369395|-11.9809459
35990|-76.8367743|-11.9813497
3386|-77.0128245|-12.1271513
3387|-77.0128112|-12.1270315
3384|-77.022888|-12.1358217
3385|-77.0227546|-12.1358756
3382|-77.0231147|-12.1351353
3383|-77.0230388|-12.1353391
3380|-77.0235368|-12.1306151
3381|-77.02285|-12.1355384
3388|-77.012831|-12.1263431
3389|-77.0128635|-12.1243107
76062|-76.8694048|-12.0246471
76063|-76.8689713|-12.0248451
76060|-76.8705063|-12.0238853
76061|-76.8708319|-12.0232861
76066|-76.8689423|-12.0238476
76067|-76.8677647|-12.0236803
76064|-76.8684905|-12.0249847
76065|-76.8703721|-12.0230489
76068|-76.8752674|-12.0223163
76069|-76.8844646|-12.0259437
95717|-76.9638177|-11.8983426
94920|-76.8168784|-12.1074838
95716|-76.9630512|-11.8988299
95715|-76.9595445|-11.8995916
34020|-76.9557112|-12.1447209
34021|-76.9649304|-12.029486
34022|-77.0328877|-12.1301621
34023|-77.0145027|-12.1127676
34024|-77.0145118|-12.1126352
34025|-77.056898|-11.8991563
34026|-77.0552249|-11.9006818
34027|-77.060407|-12.054901
34028|-76.9756784|-12.197904
34029|-76.9754948|-12.1969142
95712|-76.9624748|-11.8976306
35373|-76.9687012|-12.1354715
35372|-76.9680891|-12.1355338
73508|-76.9509393|-12.2238478
35370|-76.6864316|-11.932868
35377|-77.1329096|-11.8141263
35376|-76.970002|-12.135088
35375|-76.96911|-12.135437
35374|-76.9687272|-12.1354722
73502|-76.9534737|-12.2196423
73503|-76.9532195|-12.2200643
73500|-76.9542112|-12.2184182
73501|-76.9537364|-12.2192064
73506|-76.9514033|-12.223078
73507|-76.9511705|-12.2234645
73504|-76.9527823|-12.2207899
73505|-76.9522885|-12.2216092
96562|-77.0857497|-11.9557827
25905|-77.0509638|-12.0595462
25904|-77.0502867|-12.0587303
25907|-77.0525058|-12.0521994
25906|-77.0518407|-12.0522286
25901|-77.0540869|-12.0532037
25900|-77.0545122|-12.052988
25903|-77.0495361|-12.0578688
25902|-77.0525805|-12.0535877
25909|-77.0539102|-12.0517652
25908|-77.0534847|-12.051976
91742|-76.7577955|-12.0699367
96568|-77.0888124|-11.954898
58197|-77.0401163|-11.9438537
91743|-77.0405403|-12.0730311
55604|-77.0559541|-11.9762267
71630|-76.7566833|-12.4635521
96998|-77.0776299|-12.0704065
59864|-77.0380283|-11.9761417
91745|-77.0383648|-12.0748051
6109|-77.0184903|-12.1710859
6108|-77.0177565|-12.1705429
6107|-77.0176924|-12.1705931
6106|-77.1147087|-12.0568506
6105|-77.114703|-12.0570117
6104|-77.1158857|-12.0608066
6103|-77.1179112|-12.0635648
6102|-77.1188544|-12.0650505
6101|-77.1152289|-12.0499363
6100|-77.1151224|-12.051025
96999|-77.0844666|-11.9202854
12325|-76.948923|-12.0723245
12324|-76.952833|-12.0548264
12329|-77.1233233|-12.0687072
91747|-77.0471269|-12.0722735
12328|-77.1154324|-12.0623493
89866|-76.9961748|-12.0010603
85558|-77.118844|-11.8544205
85559|-77.119086|-11.8559154
85554|-77.1170759|-11.8482197
85555|-77.1199287|-11.8530354
85556|-77.1202169|-11.8540583
85557|-77.1185603|-11.8533928
85550|-77.1194193|-11.8560681
85551|-77.1195724|-11.8566202
85552|-77.1195676|-11.8531248
85553|-77.1198404|-11.8541624
64887|-77.0287156|-11.9184263
38468|-76.95591|-12.178596
38469|-77.0095836|-12.1602328
64886|-77.027124|-11.9160141
38464|-76.9105027|-12.2399304
38465|-76.9102134|-12.2405955
38466|-76.9099667|-12.2411626
38467|-76.955979|-12.178826
38460|-76.9867961|-12.1910417
38461|-76.9867136|-12.1910952
38462|-76.9862221|-12.191414
38463|-76.9107321|-12.2394033
70059|-76.973459|-12.1505728
70058|-76.9732004|-12.1496811
70055|-76.972955|-12.1522635
70054|-76.9723881|-12.150384
70057|-76.9734058|-12.1520961
70056|-76.9724628|-12.1524463
70051|-76.9718829|-12.1465354
70050|-76.9715099|-12.1462045
70053|-76.9712561|-12.1482111
70052|-76.972354|-12.1469532
43478|-76.9486802|-12.2007474
10259|-76.9398882|-12.1117784
92259|-77.0814591|-12.0789984
10258|-76.938395|-12.1117803
92258|-77.0817707|-12.078931
53435|-76.9139682|-12.2361299
36053|-76.9500037|-12.1734028
36052|-76.9500225|-12.1728859
36051|-76.950027|-12.172773
36050|-76.9500521|-12.1724854
36057|-76.9630978|-12.1786557
36056|-76.9499954|-12.1752311
36055|-76.9499954|-12.1747781
36054|-76.949986|-12.1738498
36059|-76.945335|-12.1671292
36058|-76.9461957|-12.1677304
92255|-76.9746657|-12.2033265
90177|-76.9971033|-11.9564622
92253|-76.9750612|-12.1793804
92252|-76.9722034|-12.190394
45907|-76.9940487|-12.1265026
45906|-76.99366|-12.126982
45905|-76.9936904|-12.1282381
45904|-76.9936782|-12.1283696
45903|-76.9373296|-12.047874
45902|-76.9382772|-12.049536
45901|-77.1011435|-11.8432136
45900|-77.1004965|-11.8437642
10253|-76.9374309|-12.1139079
45909|-77.106193|-12.058187
45908|-76.9871083|-12.1568999
10252|-76.9336026|-12.1125087
10255|-76.9375048|-12.1138301
10254|-76.9370082|-12.1134328
44052|-76.9919731|-12.2016078
57023|-77.078594|-11.9758851
44050|-76.933234|-12.192299
44051|-76.9330921|-12.1922155
44056|-76.932912|-12.1753089
44057|-76.9902191|-12.1857842
44054|-76.9885319|-12.1987779
57022|-77.0794542|-11.9558936
44058|-76.9918046|-12.1840739
44059|-76.7718785|-12.0881715
57021|-77.0745118|-11.9809746
54794|-76.938942|-12.2095823
57020|-77.0744858|-11.9806634
54795|-76.8793727|-12.0992758
57027|-77.0787632|-11.9681725
54796|-76.8783602|-12.0987135
57026|-77.0725613|-11.9624716
12990|-77.1069628|-12.0658154
12991|-77.1060066|-12.06579
12992|-77.1048771|-12.0658154
63359|-77.0071858|-12.1353313
41738|-76.7563851|-12.4578052
41739|-76.7551094|-12.4609559
12996|-77.1071173|-12.0646571
12997|-77.1071173|-12.0650096
41734|-76.9608579|-12.1641266
49877|-76.8499907|-12.297084
41736|-76.9603441|-12.1465977
57024|-77.08038|-11.9747473
41730|-77.0123381|-12.0270344
41731|-77.0129132|-12.0271093
41732|-76.9607168|-12.1634002
54791|-76.8055046|-12.1013028
54792|-76.8060915|-12.1005447
33421|-76.9652491|-12.1320938
49874|-76.9755281|-12.0411686
61965|-76.9802567|-11.953401
40289|-76.9589598|-12.1788462
16449|-77.0893645|-11.9878386
40283|-76.9558036|-12.1829256
40282|-76.9557357|-12.1834283
40281|-76.9556889|-12.1836235
40280|-76.9555732|-12.1843508
40287|-76.9579313|-12.1790554
63350|-77.0324848|-12.0904479
40285|-76.9564362|-12.1806488
40284|-76.956094|-12.1811605
47778|-77.0772494|-12.0311213
49878|-77.0888211|-12.015261
33420|-76.9651614|-12.1324749
47772|-76.916276|-12.231391
47773|-77.0334275|-12.0125
47770|-76.9166435|-12.2307632
47771|-76.9164333|-12.231122
47776|-76.9266227|-12.0422752
47777|-77.0091016|-12.0599432
47774|-76.9273157|-12.0395271
47775|-76.9271983|-12.039979
1377|-77.0307626|-12.1077216
8118|-77.014305|-12.0761846
8119|-77.0125776|-12.0764469
6929|-77.0155739|-12.1356137
6928|-77.0145288|-12.1366053
8112|-77.01622|-12.0740864
8113|-77.0157252|-12.0739391
6927|-77.015844|-12.1362516
8111|-77.0157051|-12.075062
8116|-77.0155978|-12.075681
15411|-77.072564|-12.043612
6923|-77.0178626|-12.1346914
6922|-77.0108819|-12.1374739
7711|-76.9904251|-12.0860936
7710|-76.9899171|-12.0860155
7713|-76.9927202|-12.0864086
7712|-76.9910343|-12.0861772
7715|-76.9934039|-12.0865079
7714|-76.9928328|-12.0864296
7717|-76.9958596|-12.0865083
7716|-76.9946431|-12.0866765
7719|-76.9966592|-12.0870334
7718|-76.9966189|-12.0865178
61969|-76.9803853|-11.9480539
61968|-76.9796|-11.9485705
55844|-76.9579723|-12.1649099
33422|-76.9653379|-12.131734
68467|-77.0958043|-11.9595975
33425|-77.0906334|-11.9552129
28951|-77.05432|-11.9443779
28950|-77.0552997|-11.9457419
28953|-77.0525977|-11.9465567
28952|-77.0537316|-11.9461842
28955|-77.0457852|-11.9335182
28954|-77.0521474|-11.9467048
28957|-77.046894|-11.93513
28956|-77.0463171|-11.9342936
28959|-77.0633056|-11.9386164
28958|-77.0650468|-11.9379959
33424|-76.9654063|-12.1312525
65639|-77.0055924|-12.0490687
65638|-77.0057959|-12.0492216
65633|-77.005122|-12.0514053
65632|-77.0049944|-12.0510812
65631|-77.0043668|-12.0503075
65630|-77.0036516|-12.0495927
65637|-77.0060333|-12.0493999
65636|-77.0064153|-12.0497161
65635|-77.0066849|-12.0500124
65634|-77.0054787|-12.0523949
55841|-76.9581828|-12.1653244
33427|-77.010506|-12.070576
69703|-76.9411526|-12.225847
81652|-77.140951|-11.8298388
81651|-77.1413078|-11.8297637
81650|-77.1431792|-11.8292783
33426|-77.0917507|-11.9551108
69706|-76.9406626|-12.2259385
52280|-76.9027405|-12.2208356
52281|-76.9007549|-12.2218095
52282|-76.8978581|-12.2227321
52283|-76.9641135|-12.1351789
52284|-76.944756|-12.181289
81655|-77.1799925|-11.8391762
52286|-76.953453|-12.169486
52287|-76.9213373|-12.1917995
52288|-76.920583|-12.1929872
52289|-77.0302737|-12.0315916
81654|-77.1543167|-11.8290944
94268|-77.1140788|-11.8904439
94269|-77.1137103|-11.8903262
81792|-77.1581135|-11.8329826
81793|-77.1576765|-11.8335922
81790|-77.1571648|-11.8337185
81791|-77.1586744|-11.8327852
81796|-77.164145|-11.8367125
60378|-77.0413379|-11.9911096
81794|-77.1626577|-11.83707
81795|-77.1630274|-11.8369848
60375|-77.0502583|-11.9944032
60374|-77.0505889|-11.9933006
81798|-77.1649043|-11.8365175
60376|-77.0427797|-11.9915148
60371|-77.0414401|-11.9893335
81659|-77.1568288|-11.8295274
60373|-77.0509066|-11.9924882
60372|-77.051122|-11.9919311
11410|-76.9194244|-12.0843218
11411|-76.9227099|-12.0838055
11412|-76.923144|-12.0837335
81658|-77.1524507|-11.8295399
11414|-76.924052|-12.0836225
11415|-76.924471|-12.0848307
11416|-76.9244759|-12.0850054
11417|-76.923141|-12.0827833
11418|-76.9229951|-12.0835554
11419|-76.9244002|-12.085007
96688|-76.9298003|-12.0015042
96689|-76.9306012|-12.0019224
60937|-76.985142|-11.9800519
3423|-77.0173181|-12.1185876
26552|-76.9876969|-12.0659095
60935|-76.9865345|-11.979321
60934|-76.9869656|-11.9790954
24342|-76.9932033|-12.1875535
60933|-76.987413|-11.9788698
50238|-76.920998|-12.2416163
60932|-76.9876408|-11.9787336
90682|-77.0148629|-12.0144648
90683|-77.0135802|-12.0140779
90680|-76.9905992|-12.0158377
3422|-77.0173181|-12.1187134
90686|-76.9928461|-12.0089395
60931|-76.9880074|-11.9785435
90684|-77.0152808|-12.020523
90685|-77.0165579|-12.0197862
90688|-76.9919318|-12.0088354
60930|-76.9883582|-11.9783617
24348|-77.0030586|-12.1862019
24349|-77.0022307|-12.1859734
82847|-77.0215273|-12.1767363
82846|-77.0218869|-12.1807792
82845|-77.0202402|-12.1794087
82844|-77.0198518|-12.1792068
46029|-76.9372753|-12.0863583
46028|-76.9808143|-12.1552315
82841|-77.0200248|-12.1825017
82840|-77.0203327|-12.1818956
46025|-76.798912|-12.358707
46024|-76.9435002|-12.0689186
46027|-77.0517707|-12.0898682
46026|-77.0515286|-12.0899678
46021|-76.9927313|-12.1197995
46020|-76.894867|-12.076227
46023|-76.9448793|-12.0696523
46022|-76.9923496|-12.1201668
45598|-76.980386|-12.1481791
45599|-76.969175|-12.062462
44406|-76.9777876|-12.0453174
45594|-76.9411355|-12.2050085
45595|-76.9408611|-12.2054602
45596|-76.9805831|-12.1489374
45597|-76.980493|-12.1486032
45590|-76.9629744|-12.1578898
45591|-76.9647814|-12.1571579
45592|-76.9673492|-12.1561186
45593|-76.9922347|-12.1814718
93358|-77.0582424|-11.9831036
3427|-77.0146311|-12.1263141
12143|-77.0127608|-12.1107233
12142|-77.0114562|-12.109582
12141|-77.0116879|-12.1096071
49229|-77.0532203|-11.911016
12147|-77.01065|-12.109237
12146|-77.0105183|-12.1098453
12145|-77.0110015|-12.1098643
12144|-77.0116632|-12.109908
42612|-76.9053168|-12.2371632
42613|-76.9051009|-12.2376736
12149|-77.011498|-12.109053
12148|-77.0111043|-12.1093554
42616|-76.8378628|-12.294922
42617|-76.8379693|-12.2950283
42614|-76.9049134|-12.238117
42615|-76.834919|-12.292016
90026|-76.8001|-12.4825569
90027|-76.7964591|-12.4862188
90024|-76.7919319|-12.4739135
90025|-76.8000014|-12.4827931
90022|-76.7902144|-12.4795893
90023|-76.7903833|-12.4783763
90020|-76.797368|-12.4817175
90021|-76.7977482|-12.4819221
3426|-77.0146391|-12.1259616
90028|-76.7967174|-12.4860829
90029|-76.7969|-12.4859665
49222|-77.013358|-12.0583561
9308|-76.9950145|-12.1086378
9309|-76.9946605|-12.1099491
29239|-77.0609455|-11.9419466
49223|-77.0128935|-12.0587034
29237|-77.0459581|-11.9438245
29236|-77.0457263|-11.9413824
29235|-77.0491793|-11.9405129
29234|-77.0479228|-11.9373626
29233|-77.0501962|-11.9415121
29232|-77.0491664|-11.9415821
29231|-77.0483227|-11.9416362
29230|-77.0353325|-11.9433508
78338|-76.9158483|-12.2098272
78339|-76.9159081|-12.2102466
49221|-76.841348|-12.019563
78330|-76.9001308|-12.2153012
78331|-76.899918|-12.2158135
78332|-76.8998332|-12.2159988
78333|-76.8996279|-12.2164471
78334|-76.8995527|-12.2166116
78335|-76.9151327|-12.2100125
78336|-76.9152744|-12.210458
78337|-76.9150982|-12.2116801
8969|-77.0238561|-12.0588871
8968|-77.0238673|-12.0586896
49224|-76.877578|-12.098309
8963|-77.0183937|-12.0584533
8962|-77.0171262|-12.0582928
8961|-77.0218008|-12.057896
49225|-77.006812|-12.1999129
8967|-77.0122566|-12.0558357
8966|-77.0118184|-12.0553218
8965|-77.0202863|-12.0586932
8964|-77.0193694|-12.0585768
3424|-77.0181764|-12.1218352
26919|-77.0726785|-11.9280595
26918|-77.0728037|-11.9267859
26913|-77.0736107|-11.9175338
26912|-77.0735635|-11.9179668
26911|-77.0736527|-11.9180247
26910|-77.0736985|-11.9175758
26917|-77.0728892|-11.9259354
26916|-77.0729663|-11.9251306
26915|-77.0729731|-11.9250621
26914|-77.0731746|-11.9230223
49969|-76.68673|-11.924205
49968|-76.9452878|-12.1583128
94055|-77.06876|-12.0931114
49961|-76.9491307|-12.1578944
49960|-76.9492112|-12.1580056
49963|-76.9557553|-12.089913
49962|-76.9578198|-12.0889327
49965|-77.159833|-11.753537
49964|-76.9547339|-12.0898408
49967|-77.1596725|-11.7549555
49966|-77.159709|-11.7545939
68719|-77.1045101|-11.9778057
68718|-77.0979483|-11.9691737
68713|-77.0982566|-11.9687895
68712|-77.0992673|-11.9695431
68711|-77.0996838|-11.9698661
68710|-77.1006346|-11.9706291
68717|-77.0990115|-11.9685218
68716|-77.1002341|-11.9688134
68715|-77.1004934|-11.9691974
68714|-77.1012216|-11.9702117
29493|-77.0579255|-11.9491814
29492|-77.0580393|-11.9492035
29491|-77.0585246|-11.9492948
29490|-77.0599492|-11.9495436
29497|-77.0579651|-11.9515827
29496|-77.0547603|-11.9543528
29495|-77.0554845|-11.9552987
29494|-77.0557853|-11.9557715
91098|-76.999495|-11.9949712
29499|-77.0581064|-11.952504
29498|-77.0580231|-11.9520502
2808|-77.0685377|-12.0982321
2809|-77.0687452|-12.0988168
2802|-77.067185|-12.0952397
2803|-77.066505|-12.0944611
2800|-77.0678268|-12.0968866
2801|-77.0674406|-12.0958543
2806|-77.0639564|-12.0913502
2807|-77.0622059|-12.0892399
2804|-77.0658355|-12.0936806
2805|-77.065221|-12.0928935
1421|-77.0381091|-12.1189456
1420|-77.0378299|-12.1071942
1423|-77.0380852|-12.1171146
1422|-77.0380932|-12.1179139
1425|-77.038059|-12.1154932
1424|-77.0380666|-12.116206
1427|-77.0424499|-12.1115655
1426|-77.0380378|-12.1131884
1429|-77.038941|-12.1082598
1428|-77.0397788|-12.1090549
28544|-77.0525196|-11.936183
28545|-77.0512614|-11.9350963
58475|-77.0115071|-11.9668312
28543|-77.0515744|-11.9347375
58477|-77.0082361|-11.9676563
28541|-77.050676|-11.9387548
67983|-77.0896076|-11.9636808
79069|-77.0328849|-12.0291918
79068|-77.0289176|-12.0310357
67982|-77.0915147|-11.9652654
79063|-77.029133|-12.0331238
79062|-77.0281802|-12.0316694
79061|-77.0197739|-12.0381221
79060|-77.015403|-11.9962906
79067|-77.0301895|-12.0298936
79066|-77.0330101|-12.02935
79065|-77.0339457|-12.0289138
79064|-77.0334644|-12.0283237
67980|-77.0878674|-11.9643398
67987|-77.090238|-11.9591724
67986|-77.0892869|-11.960259
67985|-77.0885264|-11.9611274
67984|-77.0882125|-11.9614739
34598|-76.9993494|-12.1970765
34599|-76.9987632|-12.1965405
34590|-77.0668235|-11.975343
34591|-76.9442521|-12.2428053
34592|-76.9447775|-12.2442874
34593|-76.874305|-12.245546
34594|-77.000701|-12.065668
34595|-77.000572|-12.065533
34596|-76.9544163|-12.1804215
34597|-76.954635|-12.180336
91094|-76.9977827|-11.9944585
23639|-77.1042649|-12.0062565
23638|-77.1033765|-12.0069581
23635|-77.102976|-12.0077024
23634|-77.1040989|-12.0082421
23637|-77.1038154|-12.0071729
23636|-77.106486|-12.0073438
23631|-77.1031939|-12.0072935
23630|-77.105444|-12.0083487
23633|-77.1055529|-12.0095452
23632|-77.1057688|-12.0090424
55634|-76.9342018|-12.2229998
32250|-76.915935|-12.2269732
32253|-76.9414364|-12.0635719
22328|-77.0600249|-12.0240881
22329|-77.0611606|-12.0204974
55637|-76.990061|-12.0736947
22320|-77.0685473|-12.0259769
32255|-76.94348|-12.0646326
22322|-77.0623524|-12.0247881
22323|-77.0632847|-12.024012
22324|-77.063006|-12.0236974
22325|-77.0622237|-12.0209894
22326|-77.0627601|-12.021619
32254|-76.942878|-12.0643202
74774|-76.9282524|-12.2484107
74775|-76.9284335|-12.2486461
25679|-77.0525849|-12.054261
25678|-77.0532902|-12.0543222
74770|-76.9276746|-12.2476597
55632|-76.8568918|-12.1131101
74772|-76.9279506|-12.2480185
74773|-76.9281007|-12.2482135
25673|-77.0557957|-12.0545092
25672|-77.0562532|-12.0545573
25671|-77.0568085|-12.0546148
32256|-76.9440919|-12.0649502
25677|-77.0539407|-12.054381
25676|-77.0541603|-12.0543981
25675|-77.0546804|-12.0544227
25674|-77.0552624|-12.0544634
62006|-76.9783739|-11.9525509
52705|-77.0288967|-11.9052708
27299|-77.0433323|-11.9115819
27298|-77.044611|-11.9109303
52704|-76.9436288|-12.0527668
27293|-77.0415142|-11.9076859
27292|-77.0418902|-11.9080265
27291|-77.0419629|-11.9080885
27290|-77.0423634|-11.908305
27297|-77.0398954|-11.9061902
17717|-77.0090247|-11.9924934
27295|-77.0410726|-11.9072987
27294|-77.0411797|-11.9073829
17716|-77.0087482|-11.9929553
52701|-76.980584|-11.939022
17710|-77.0097379|-11.9973176
52703|-76.9446534|-12.0534908
95854|-76.9591084|-11.8847568
52702|-76.6944329|-11.9311465
55919|-77.1211067|-11.8306405
69223|-77.11372|-11.9898393
32338|-76.9752397|-12.0403031
32339|-76.9722389|-12.0385649
32332|-76.7025919|-11.938861
32333|-76.7030513|-11.9391901
32330|-76.7013535|-11.9380157
55912|-76.9643343|-12.1462454
55915|-77.1236907|-11.8278621
55914|-76.8924653|-12.0231133
55917|-77.1230281|-11.8286378
55916|-77.1233467|-11.828256
22588|-77.0773782|-12.0253892
22589|-77.0806115|-12.0241031
98499|-77.0471588|-11.869814
98498|-77.0466574|-11.8694646
22584|-77.0789319|-12.0294254
17719|-77.009335|-11.9907212
22586|-77.0786395|-12.0286428
22587|-77.0784904|-12.0282582
22580|-77.0797081|-12.0315069
22581|-77.0795649|-12.0311212
22582|-77.0793646|-12.0305968
17718|-77.0092651|-11.9920638
98116|-76.8196242|-12.009619
75291|-76.9586616|-12.0727083
5|-77.0324052|-12.0947655
98114|-76.8207775|-12.0108206
98115|-76.8193291|-12.0099994
98112|-76.8189906|-12.0096675
68457|-77.1031887|-11.9654146
24988|-77.0185687|-12.0546571
24989|-77.0155803|-12.0461713
98110|-76.8184601|-12.0091337
24982|-77.0530956|-12.0357307
24983|-77.054443|-12.035482
24980|-77.0547751|-12.0349094
24981|-77.0524671|-12.035803
24986|-77.0534078|-12.0335928
24987|-77.0186249|-12.0531783
24984|-77.053506|-12.034766
24985|-77.0546586|-12.0344818
26168|-77.0740396|-11.9343266
26169|-77.0741196|-11.933545
26162|-76.9692233|-12.0697594
26163|-76.9672029|-12.0674707
26160|-76.971027|-12.071551
26161|-76.9706497|-12.0711245
26166|-77.0722496|-11.9327484
26167|-77.0730708|-11.9330306
26164|-76.9669469|-12.0673191
26165|-77.0721406|-11.9327449
63859|-77.0951785|-11.9872221
63858|-77.0954086|-11.9876316
63851|-77.0831756|-11.9975291
63850|-77.0828677|-11.9987385
63853|-77.083321|-11.9965646
63852|-77.0832564|-11.9970408
63855|-77.0967841|-11.9902495
63854|-77.0834017|-11.9960439
63857|-77.096023|-11.9886322
63856|-77.0965687|-11.98958
95855|-76.9588973|-11.8845743
4800|-77.1111769|-12.0417362
4801|-77.1114038|-12.0426807
4802|-77.1135713|-12.0439192
4803|-77.1139078|-12.0438205
4804|-77.1142746|-12.043721
4805|-77.1141049|-12.0431404
4806|-77.1186525|-12.0475736
4807|-77.1230821|-12.0445855
79801|-77.0753903|-11.8766901
79800|-77.0744195|-11.8767353
79803|-77.0774214|-11.8766388
79802|-77.075874|-11.8766861
79805|-77.0767871|-11.8781894
79804|-77.0749973|-11.8782469
79807|-77.0767398|-11.8771298
79806|-77.0744442|-11.8772418
57517|-77.0495156|-11.9535325
57516|-77.0491552|-11.9525705
57515|-77.0488055|-11.9517017
57514|-77.0491649|-11.9492733
57513|-77.0474534|-11.9493997
57512|-77.0467881|-11.9494748
57511|-77.038922|-11.9611472
57510|-77.0468119|-11.9472801
2073|-77.0533847|-12.0965601
2072|-77.0526471|-12.1027196
2071|-77.0525007|-12.1014026
2070|-77.0523547|-12.1002276
2077|-77.0538654|-12.1011256
2076|-77.0537452|-12.0999759
2075|-77.0535907|-12.0983729
2074|-77.0535306|-12.0977687
58866|-77.0042964|-11.9584462
58867|-77.0044868|-11.9587445
58864|-76.9988089|-11.9618408
58865|-76.9995676|-11.9602477
33469|-77.1545951|-11.7864332
58863|-77.0030208|-11.9611352
18468|-77.006962|-12.0207738
18469|-77.0066395|-12.0210726
33465|-77.1113859|-11.9819022
33464|-76.932213|-12.17859
33467|-77.1125839|-11.9832024
33466|-77.1117292|-11.9822583
33461|-76.9440984|-12.1482383
33460|-76.9230987|-12.2060845
58868|-77.0048578|-11.9593272
58869|-77.0050416|-11.9596133
96780|-77.0463262|-12.0439664
71561|-76.9336746|-12.0384572
55474|-76.9455981|-12.0683649
36529|-76.977226|-12.068809
36528|-76.9773951|-12.0684061
81160|-77.1429279|-11.834664
36523|-77.0467244|-12.0548346
36522|-76.9231354|-12.0801905
36521|-76.923046|-12.0796272
36520|-76.9227446|-12.0799012
36527|-76.9776436|-12.0678235
36526|-76.9779826|-12.0670003
36525|-77.046225|-12.0547978
36524|-77.0465299|-12.0550999
98579|-77.052317|-11.871538
69163|-77.0190091|-11.9087446
34961|-76.9401364|-12.2296299
34960|-76.9403658|-12.2292432
34963|-76.9396578|-12.2304362
34962|-76.9398834|-12.2300564
34965|-76.9392062|-12.2311974
34964|-76.9394279|-12.2308237
34967|-76.9386763|-12.2320922
34966|-76.9389313|-12.2316605
34969|-76.9382293|-12.2328469
34968|-76.9384466|-12.2324769
83242|-77.1360004|-11.8469059
83243|-77.1345054|-11.8460548
83240|-77.1331279|-11.8477602
83241|-77.1364482|-11.8471478
83246|-77.1339642|-11.8469512
83247|-77.1331617|-11.8464066
83244|-77.1337104|-11.8455541
83245|-77.1354373|-11.8478224
83248|-77.1336236|-11.8378642
37909|-76.8299503|-11.9941856
71654|-76.7739452|-11.9739737
71655|-76.9438743|-12.0277396
71656|-76.9389617|-12.0633479
71657|-76.9398643|-12.0638738
71650|-76.7198789|-11.9506655
71651|-76.784873|-11.97695
71652|-76.7156905|-11.9499799
71653|-76.7188621|-11.9504205
71658|-76.9389727|-12.0596962
37904|-76.7717186|-12.3884799
76387|-76.819704|-12.0263163
76386|-76.8208249|-12.0276152
76385|-76.8185941|-12.0265024
37905|-76.772426|-12.3876896
76383|-76.8199048|-12.0261405
76382|-76.8220274|-12.0267608
76381|-76.8216361|-12.0267
76380|-76.8214961|-12.0252788
76389|-76.8197332|-12.0270134
76388|-76.8211438|-12.0278131
68458|-77.1037809|-11.9663074
48175|-76.7838592|-12.3837143
27691|-77.0478321|-11.9095943
48174|-76.8993835|-12.2169811
27690|-77.0519031|-11.9161954
48177|-76.915911|-12.0768258
32840|-77.0194614|-12.0061686
48176|-76.7799968|-12.3885343
32841|-77.0192782|-12.0068823
48171|-76.9339826|-12.1552788
68459|-77.1040356|-11.9666935
32842|-77.0191842|-12.0071883
48170|-76.7163551|-11.9348256
6495|-77.0034352|-12.1314348
6494|-77.0052217|-12.1313273
6497|-77.0092876|-12.1320884
6496|-77.0099055|-12.1321135
6491|-77.006302|-12.1309061
48173|-76.9000525|-12.2178408
15382|-77.0965567|-12.0395278
15383|-77.0964177|-12.0401861
32844|-76.956971|-12.137512
48172|-76.9335607|-12.155909
6499|-77.0101115|-12.1337582
6498|-77.0095536|-12.1339261
32845|-76.9566162|-12.1377588
32846|-76.97148|-12.137123
91253|-76.9809927|-11.979124
32847|-76.971307|-12.136889
48179|-76.9162634|-12.0759447
62611|-76.986078|-11.9484313
88379|-77.022397|-11.8689627
88378|-77.0221756|-11.8693609
88377|-77.0217626|-11.8697907
88376|-77.0208792|-11.8703635
88375|-77.0204873|-11.8705995
88374|-77.0284552|-11.8664233
88373|-77.026329|-11.8679418
88372|-77.0105458|-11.8756598
88371|-77.0258918|-11.8709471
52111|-77.0176355|-11.9994224
88982|-76.8451828|-12.3045536
86362|-77.1261089|-11.8732426
86363|-77.0963743|-11.8880411
86360|-77.1210328|-11.8733874
4025|-77.0607258|-11.9554113
86366|-77.1039842|-11.8785182
86367|-77.09524|-11.8868309
86364|-77.0957599|-11.8878484
86365|-77.1046957|-11.87836
86368|-77.0965082|-11.8861872
86369|-77.125586|-11.8736314
4028|-77.0505876|-11.9427559
4029|-77.0506546|-11.9442548
95787|-76.9393566|-11.9046075
86986|-77.0374964|-11.8800687
86987|-77.0238218|-11.8830893
86984|-77.0371133|-11.8796031
86985|-77.0373648|-11.8799098
86982|-77.0367097|-11.8791262
86983|-77.037035|-11.8795045
86980|-77.0349163|-11.8773266
86981|-77.0351618|-11.877623
86988|-77.0243124|-11.883142
86989|-77.0248014|-11.8833247
66795|-77.089027|-11.9460558
